"","Country","Error","Target","TargNum","BiG100","GenFem","Age","Education","SES","PoliticsC","RelID"
"3416","USA",1,"Atheist",1,87,1,18,3,6,4,"9"
"3518","USA",1,"Religious",0,97,1,44,3,4,4,"3"
"3614","USA",0,"Atheist",1,100,1,18,2,4,3,"3"
"3917","USA",1,"Atheist",1,100,1,18,2,7,6,"1"
"4018","USA",0,"Religious",0,100,1,18,6,7,6,"3"
"4113","USA",0,"Religious",0,100,1,18,2,2,4,"3"
"4316","USA",0,"Atheist",1,100,1,19,3,4,2,"2"
"4516","USA",1,"Atheist",1,100,1,18,2,7,2,"2"
"4617","USA",0,"Religious",0,NA,1,18,3,6,6,"1"
"4717","USA",0,"Religious",0,NA,1,18,3,6,6,"1"
"4816","USA",0,"Religious",0,100,1,21,3,4,2,"3"
"4916","USA",0,"Religious",0,71,1,20,3,3,4,"9"
"5014","USA",0,"Atheist",1,40,1,NA,3,6,4,"9"
"5116","USA",1,"Atheist",1,94,1,19,3,3,4,"2"
"5318","USA",1,"Atheist",1,98,0,18,3,6,7,"3"
"5416","USA",1,"Atheist",1,91,1,18,2,5,6,"1"
"5518","USA",0,"Religious",0,100,0,21,3,5,6,"3"
"5616","USA",1,"Atheist",1,60,1,18,3,4,7,"3"
"5715","USA",1,"Atheist",1,100,1,18,3,7,6,"1"
"5817","USA",1,"Atheist",1,100,1,18,3,8,6,"1"
"6016","USA",1,"Atheist",1,100,1,18,3,6,6,"2"
"6116","USA",1,"Atheist",1,100,1,20,3,4,6,"2"
"6217","USA",0,"Atheist",1,100,1,18,3,4,3,"2"
"6315","USA",0,"Religious",0,100,1,18,2,5,6,"3"
"6416","USA",0,"Religious",0,100,1,18,2,5,3,"2"
"6516","USA",1,"Atheist",1,100,1,18,3,7,3,"2"
"6617","USA",1,"Atheist",1,100,0,22,3,5,6,"2"
"6716","USA",1,"Atheist",1,100,1,18,2,6,2,"1"
"6814","USA",1,"Religious",0,100,1,18,2,6,6,"1"
"6915","USA",0,"Religious",0,70,1,18,3,7,4,"1"
"7017","USA",1,"Atheist",1,100,1,21,3,6,4,"3"
"7116","USA",1,"Atheist",1,100,1,18,2,6,2,"1"
"7217","USA",1,"Atheist",1,100,0,18,2,4,5,"2"
"7315","USA",0,"Religious",0,100,1,18,2,10,NA,"3"
"7415","USA",1,"Religious",0,5,0,22,3,6,2,"10"
"7513","USA",0,"Religious",0,29,1,20,3,7,4,"11"
"7614","USA",0,"Religious",0,100,1,19,3,6,4,"1"
"7716","USA",1,"Atheist",1,90,1,18,2,6,6,"1"
"7816","USA",0,"Religious",0,100,1,18,3,5,2,"2"
"7915","USA",0,"Atheist",1,9,1,18,3,5,1,"10"
"8116","USA",1,"Atheist",1,100,1,18,3,5,2,"1"
"8216","USA",0,"Atheist",1,24,1,18,3,7,4,"11"
"8314","USA",0,"Religious",0,100,0,20,3,7,6,"3"
"8416","USA",0,"Atheist",1,100,1,19,3,5,4,"2"
"8517","USA",0,"Religious",0,100,1,19,3,6,3,"3"
"8616","USA",0,"Atheist",1,100,1,20,3,8,2,"1"
"8716","USA",0,"Atheist",1,2,1,18,3,5,4,"9"
"8816","USA",1,"Atheist",1,100,0,19,2,7,5,"3"
"8915","USA",0,"Religious",0,100,1,19,2,2,3,"3"
"9117","USA",1,"Atheist",1,100,0,19,3,7,3,"3"
"9415","USA",0,"Religious",0,81,1,18,2,4,3,"3"
"9516","USA",1,"Atheist",1,9,1,18,2,6,4,"11"
"9614","USA",1,"Atheist",1,100,1,18,2,4,2,"3"
"9717","USA",0,"Atheist",1,100,1,18,3,6,5,"3"
"9815","USA",0,"Religious",0,97,1,18,3,2,4,"3"
"9916","USA",0,"Religious",0,90,0,22,3,1,3,"1"
"10116","USA",0,"Atheist",1,100,0,19,3,6,5,"2"
"10313","USA",1,"Religious",0,100,1,20,3,5,5,"3"
"10410","USA",0,"Religious",0,100,1,18,2,2,6,"2"
"1056","USA",0,"Religious",0,100,0,19,3,3,3,"3"
"1068","USA",0,"Atheist",1,93,1,18,2,5,6,"2"
"1078","USA",0,"Religious",0,100,0,19,2,6,5,"2"
"1086","USA",0,"Religious",0,100,0,18,2,2,6,"2"
"11011","USA",1,"Atheist",1,95,1,18,2,4,2,"2"
"1128","USA",0,"Religious",0,100,0,18,3,7,4,"1"
"1148","USA",1,"Atheist",1,95,0,19,2,6,2,"1"
"1158","USA",0,"Religious",0,100,1,19,3,5,2,"2"
"1166","USA",0,"Atheist",1,89,1,18,3,5,2,"1"
"1177","USA",0,"Atheist",1,100,1,18,3,7,5,"3"
"1186","USA",1,"Atheist",1,100,1,18,3,4,4,"2"
"1195","USA",0,"Atheist",1,NA,1,19,3,3,4,"10"
"1205","USA",1,"Religious",0,100,1,NA,3,6,4,"1"
"1225","USA",0,"Religious",0,100,1,20,3,6,6,"3"
"1236","USA",0,"Religious",0,100,1,19,3,6,5,"3"
"1246","USA",0,"Religious",0,100,1,19,3,7,6,"3"
"1258","USA",0,"Religious",0,50,1,21,3,4,3,"9"
"1267","USA",0,"Religious",0,75,1,19,3,4,4,"9"
"1277","USA",1,"Atheist",1,100,1,18,2,2,2,"2"
"1298","USA",1,"Religious",0,82,1,19,3,4,2,"2"
"1308","USA",1,"Atheist",1,100,1,19,3,5,4,"3"
"13110","USA",1,"Atheist",1,100,1,18,2,4,4,"3"
"1327","USA",1,"Atheist",1,100,1,18,3,5,4,"2"
"1347","USA",0,"Religious",0,100,0,19,3,8,5,"3"
"1358","USA",0,"Religious",0,100,1,18,2,5,4,"2"
"1367","USA",1,"Religious",0,50,0,19,2,6,2,"1"
"1377","USA",1,"Atheist",1,100,1,20,3,5,4,"3"
"1386","USA",0,"Atheist",1,100,1,21,3,5,1,"1"
"1398","USA",0,"Religious",0,50,1,18,3,7,3,"9"
"1425","USA",1,"Atheist",1,100,1,18,2,6,5,"1"
"1436","USA",1,"Atheist",1,100,1,19,3,6,5,"3"
"1446","USA",1,"Religious",0,50,0,18,2,6,4,"9"
"1455","USA",0,"Atheist",1,100,1,20,3,3,3,"3"
"1467","USA",1,"Religious",0,100,0,NA,3,4,4,"12"
"1478","USA",0,"Religious",0,50,1,18,3,6,6,"3"
"1486","USA",1,"Atheist",1,95,1,18,2,6,3,"2"
"1496","USA",1,"Religious",0,97,1,19,3,4,2,"2"
"1507","USA",0,"Religious",0,100,0,18,2,4,4,"1"
"15111","USA",1,"Atheist",1,100,1,18,3,3,4,"1"
"15316","USA",0,"Atheist",1,19,1,21,3,5,3,"11"
"15417","USA",1,"Atheist",1,100,0,20,3,5,7,"3"
"15717","USA",1,"Atheist",1,45,1,18,3,3,3,"1"
"15816","USA",1,"Atheist",1,97,1,18,3,6,6,"2"
"15916","USA",1,"Atheist",1,9,1,19,3,7,3,"5"
"16016","USA",0,"Religious",0,100,1,19,3,6,4,"1"
"16216","USA",0,"Atheist",1,100,1,27,3,6,6,"6"
"16317","USA",1,"Atheist",1,20,1,18,2,5,3,"9"
"16415","USA",1,"Atheist",1,100,1,19,3,6,4,"3"
"16617","USA",0,"Religious",0,50,0,20,3,6,2,"11"
"16817","USA",0,"Religious",0,71,1,19,3,6,4,"1"
"16910","USA",1,"Atheist",1,91,0,19,3,5,4,"2"
"1708","USA",0,"Religious",0,100,1,18,2,6,2,"3"
"17110","USA",1,"Atheist",1,100,0,20,3,8,3,"9"
"1727","USA",1,"Atheist",1,100,1,20,3,4,4,"12"
"1737","USA",0,"Religious",0,95,1,18,2,5,6,"1"
"1747","USA",0,"Religious",0,48,1,19,3,6,4,"11"
"1758","USA",0,"Religious",0,8,1,19,3,5,1,"9"
"1776","USA",1,"Religious",0,100,1,18,3,4,5,"3"
"1787","USA",0,"Religious",0,50,1,19,3,6,2,"3"
"1798","USA",0,"Atheist",1,100,1,18,3,6,3,"3"
"1806","USA",1,"Atheist",1,81,1,19,3,7,6,"1"
"1828","USA",1,"Religious",0,80,0,19,2,5,2,"3"
"1838","USA",0,"Atheist",1,100,1,18,3,5,7,"3"
"1846","USA",1,"Atheist",1,75,0,18,2,4,6,"1"
"1856","USA",0,"Atheist",1,50,1,32,4,4,1,"12"
"1866","USA",1,"Religious",0,9,1,18,3,4,3,"1"
"1876","USA",1,"Atheist",1,100,1,19,3,6,2,"2"
"1897","USA",1,"Atheist",1,100,1,18,2,5,4,"10"
"1907","USA",0,"Religious",0,11,0,19,3,6,6,"9"
"19111","USA",0,"Atheist",1,5,1,19,3,6,1,"11"
"1927","USA",0,"Religious",0,5,1,19,3,6,1,"11"
"1936","USA",0,"Atheist",1,100,0,18,3,9,1,"3"
"1946","USA",0,"Atheist",1,100,0,18,3,9,1,"3"
"1957","USA",0,"Religious",0,100,0,18,3,9,1,"3"
"1974","USA",1,"Religious",0,100,0,19,2,3,4,"3"
"1995","USA",1,"Atheist",1,100,1,18,2,5,4,"1"
"2019","USA",0,"Atheist",1,100,1,18,2,5,2,"2"
"2024","USA",1,"Atheist",1,100,1,NA,2,7,6,"1"
"2034","USA",0,"Atheist",1,60,1,20,3,5,3,"2"
"2044","USA",1,"Atheist",1,100,1,19,3,3,4,"3"
"2054","USA",0,"Religious",0,100,1,NA,2,4,6,"3"
"2064","USA",1,"Atheist",1,85,1,21,3,4,4,"3"
"2094","USA",0,"Religious",0,100,1,18,2,6,4,"3"
"2109","USA",1,"Atheist",1,NA,1,19,3,7,2,"9"
"2117","USA",0,"Religious",0,100,1,NA,2,4,5,"2"
"2124","USA",0,"Atheist",1,84,1,19,2,5,4,"2"
"2134","USA",1,"Religious",0,9,0,NA,3,6,4,"9"
"2143","USA",0,"Religious",0,94,1,18,3,7,4,"2"
"2154","USA",0,"Atheist",1,5,1,20,3,3,2,"11"
"2164","USA",0,"Religious",0,100,1,20,4,6,4,"1"
"2174","USA",0,"Atheist",1,100,1,20,4,6,4,"1"
"2183","USA",1,"Atheist",1,100,0,19,1,6,4,"1"
"2193","USA",1,"Atheist",1,100,1,18,3,6,4,"1"
"2203","USA",1,"Religious",0,15,1,19,2,4,4,"3"
"2218","USA",1,"Atheist",1,NA,1,19,2,7,2,"10"
"2222","USA",1,"Atheist",1,98,1,19,2,5,3,"3"
"2253","USA",0,"Religious",0,100,1,19,3,6,6,"1"
"2272","USA",0,"Religious",0,100,1,20,3,5,5,"3"
"2293","USA",0,"Atheist",1,NA,0,NA,3,3,2,"10"
"2303","USA",0,"Religious",0,91,0,19,3,7,6,"1"
"2323","USA",1,"Atheist",1,98,1,20,3,6,5,"1"
"2333","USA",1,"Religious",0,100,1,20,3,7,6,"1"
"2343","USA",0,"Religious",0,99,1,19,3,5,6,"9"
"2351","USA",0,"Atheist",1,NA,0,NA,2,6,6,"10"
"2362","USA",0,"Religious",0,30,1,19,3,7,3,"11"
"2371","USA",0,"Religious",0,9,1,19,3,4,4,"9"
"2382","USA",0,"Religious",0,100,1,18,3,5,6,"1"
"2392","USA",0,"Religious",0,100,1,20,3,5,4,"1"
"2417","USA",0,"Religious",0,100,1,18,2,5,4,"2"
"2422","USA",0,"Atheist",1,100,0,21,3,6,2,"3"
"2432","USA",0,"Atheist",1,NA,1,18,3,5,2,"9"
"2442","USA",0,"Religious",0,100,1,18,3,6,6,"3"
"2452","USA",0,"Religious",0,50,1,20,3,7,2,"9"
"2462","USA",1,"Religious",0,100,1,18,3,5,6,"2"
"2481","USA",1,"Atheist",1,100,1,19,3,5,3,"2"
"2492","USA",0,"Religious",0,100,1,19,3,5,4,"3"
"2501","USA",1,"Atheist",1,100,1,19,3,5,3,"1"
"2515","USA",1,"Religious",0,NA,NA,NA,NA,10,NA,NA
"2522","USA",1,"Atheist",1,NA,0,24,2,6,4,"9"
"2542","USA",1,"Atheist",1,3,1,21,3,4,4,"9"
"2552","USA",0,"Religious",0,100,1,18,2,6,2,"2"
"2561","USA",1,"Religious",0,24,0,22,3,6,4,"12"
"2572","USA",1,"Atheist",1,75,0,19,3,6,3,"11"
"2592","USA",1,"Religious",0,100,1,19,3,5,4,"1"
"2615","USA",0,"Atheist",1,100,1,20,3,6,5,"3"
"2622","USA",0,"Religious",0,80,1,18,3,7,4,"3"
"2632","USA",0,"Atheist",1,99,1,18,2,7,5,"3"
"2642","USA",0,"Religious",0,100,1,18,3,5,6,"2"
"2652","USA",0,"Atheist",1,100,1,19,3,4,4,"2"
"2661","USA",0,"Religious",0,20,0,20,3,4,2,"11"
"2672","USA",1,"Atheist",1,80,1,19,3,6,4,"2"
"2682","USA",1,"Atheist",1,60,1,18,2,4,4,"1"
"2692","USA",1,"Atheist",1,5,1,19,3,6,2,"9"
"2855","China",1,"Atheist",1,0,1,28,4,8,2,"Atheist / agnostic"
"2856","China",0,"Atheist",1,0,0,34,4,5,4,"Atheist / agnostic"
"2857","China",1,"Atheist",1,0,0,25,4,9,2,"Buddhism"
"2858","China",1,"Atheist",1,0,1,27,4,7,2,"Atheist / agnostic"
"2859","China",0,"Atheist",1,0,0,34,4,6,5,"Atheist / agnostic"
"2860","China",1,"Atheist",1,0,1,27,4,7,5,"Atheist / agnostic"
"2861","China",0,"Atheist",1,30,0,34,4,10,2,"Atheist / agnostic"
"2862","China",1,"Atheist",1,0,1,24,4,7,2,"Atheist / agnostic"
"2863","China",1,"Atheist",1,50,1,26,4,6,4,"Buddhism"
"2864","China",1,"Atheist",1,0,1,34,2,6,4,"Atheist / agnostic"
"2865","China",0,"Atheist",1,12,1,22,4,6,6,"Buddhism"
"2866","China",1,"Atheist",1,20,1,36,4,8,2,"Atheist / agnostic"
"2867","China",0,"Atheist",1,100,0,31,4,8,2,"Buddhism"
"2868","China",1,"Atheist",1,100,0,20,4,6,4,"Atheist / agnostic"
"2869","China",1,"Atheist",1,50,0,34,4,5,1,"Atheist / agnostic"
"2870","China",0,"Atheist",1,20,1,31,4,5,2,"Atheist / agnostic"
"2871","China",0,"Atheist",1,0,0,30,5,7,4,"Atheist / agnostic"
"2872","China",1,"Atheist",1,20,1,26,4,7,2,"Atheist / agnostic"
"2873","China",0,"Atheist",1,0,1,28,4,7,2,"Atheist / agnostic"
"2874","China",1,"Atheist",1,10,1,26,4,6,4,"Atheist / agnostic"
"2875","China",1,"Atheist",1,0,1,31,6,10,3,"Atheist / agnostic"
"2876","China",1,"Atheist",1,0,1,37,4,6,2,"Atheist / agnostic"
"2877","China",1,"Atheist",1,0,1,28,4,8,2,"Atheist / agnostic"
"2878","China",0,"Atheist",1,0,1,32,4,9,6,"Atheist / agnostic"
"2879","China",0,"Atheist",1,60,1,34,5,3,6,"Atheist / agnostic"
"2880","China",1,"Atheist",1,0,1,26,2,8,2,"Atheist / agnostic"
"2881","China",0,"Atheist",1,0,0,22,3,7,3,"Atheist / agnostic"
"2882","China",1,"Atheist",1,5,0,28,4,7,2,"Atheist / agnostic"
"2883","China",0,"Atheist",1,75,0,43,4,8,2,"Buddhism"
"2884","China",0,"Atheist",1,50,1,27,4,9,6,"Atheist / agnostic"
"2885","China",1,"Atheist",1,0,0,32,6,7,5,"Atheist / agnostic"
"2886","China",1,"Atheist",1,5,0,32,4,6,4,"Atheist / agnostic"
"2887","China",0,"Atheist",1,5,0,32,6,7,4,"Atheist / agnostic"
"2888","China",1,"Atheist",1,0,0,33,4,7,2,"Atheist / agnostic"
"2889","China",0,"Atheist",1,80,1,26,4,8,4,"Buddhism"
"2890","China",1,"Atheist",1,50,1,31,4,6,2,"Atheist / agnostic"
"2891","China",0,"Atheist",1,50,1,27,4,6,2,"Christian"
"2892","China",0,"Atheist",1,0,1,28,4,9,2,"Atheist / agnostic"
"2893","China",1,"Atheist",1,0,0,30,4,8,2,"Atheist / agnostic"
"2894","China",0,"Atheist",1,80,1,27,5,8,2,"Buddhism"
"2895","China",1,"Atheist",1,50,1,31,4,8,4,"Atheist / agnostic"
"2896","China",1,"Atheist",1,0,1,28,4,6,2,"Atheist / agnostic"
"2897","China",0,"Atheist",1,85,1,26,4,7,3,"Christian"
"2898","China",1,"Atheist",1,0,0,22,4,6,4,"Atheist / agnostic"
"2899","China",1,"Atheist",1,60,0,34,3,6,6,"Atheist / agnostic"
"2900","China",1,"Atheist",1,52,1,26,3,5,2,"Atheist / agnostic"
"2901","China",0,"Atheist",1,40,1,26,4,8,2,"Atheist / agnostic"
"2902","China",1,"Atheist",1,30,1,33,4,7,5,"Atheist / agnostic"
"2903","China",0,"Atheist",1,0,1,28,4,7,2,"Atheist / agnostic"
"2904","China",1,"Atheist",1,0,0,27,5,8,4,"Atheist / agnostic"
"2905","China",1,"Atheist",1,80,1,31,4,8,4,"Christian"
"2906","China",1,"Atheist",1,100,1,30,4,7,4,"Atheist / agnostic"
"2907","China",0,"Atheist",1,0,1,38,4,7,3,"Atheist / agnostic"
"2908","China",1,"Atheist",1,20,0,36,4,8,2,"Atheist / agnostic"
"2909","China",1,"Atheist",1,10,1,24,4,6,6,"Atheist / agnostic"
"2910","China",0,"Atheist",1,0,1,29,4,7,4,"Atheist / agnostic"
"2911","China",0,"Atheist",1,10,1,33,4,7,3,"Atheist / agnostic"
"2912","China",0,"Atheist",1,0,0,26,4,9,1,"Atheist / agnostic"
"2913","China",0,"Atheist",1,0,0,30,5,8,3,"Atheist / agnostic"
"2914","China",0,"Atheist",1,0,1,25,4,10,4,"Atheist / agnostic"
"2915","China",1,"Atheist",1,100,1,20,3,6,4,"Buddhism"
"2916","China",0,"Atheist",1,0,0,42,4,7,5,"Atheist / agnostic"
"2917","China",1,"Atheist",1,30,1,20,3,7,4,"Atheist / agnostic"
"2918","China",1,"Atheist",1,0,0,30,2,6,4,"Atheist / agnostic"
"2919","China",1,"Atheist",1,50,1,43,4,7,2,"Atheist / agnostic"
"2920","China",1,"Atheist",1,0,1,25,4,5,4,"Atheist / agnostic"
"2921","China",1,"Atheist",1,50,0,23,4,6,2,"Atheist / agnostic"
"2922","China",1,"Atheist",1,0,1,20,3,7,2,"Atheist / agnostic"
"2923","China",1,"Atheist",1,0,1,28,4,9,2,"Atheist / agnostic"
"2924","China",1,"Atheist",1,30,0,21,3,7,2,"Atheist / agnostic"
"2925","China",1,"Atheist",1,0,0,22,3,6,4,"Atheist / agnostic"
"2926","China",1,"Atheist",1,89,1,24,2,7,4,"Atheist / agnostic"
"2927","China",1,"Atheist",1,100,0,27,4,8,2,"Atheist / agnostic"
"2928","China",1,"Atheist",1,10,1,20,3,8,2,"Buddhism"
"2929","China",1,"Atheist",1,10,1,43,4,6,6,"Atheist / agnostic"
"2930","China",1,"Atheist",1,0,0,26,2,2,2,"Atheist / agnostic"
"2931","China",1,"Atheist",1,0,0,30,4,7,5,"Atheist / agnostic"
"2932","China",1,"Atheist",1,0,1,32,4,5,4,"Atheist / agnostic"
"2933","China",1,"Atheist",1,0,1,30,4,4,7,"Atheist / agnostic"
"2934","China",1,"Atheist",1,50,1,27,4,5,6,"Atheist / agnostic"
"2935","China",1,"Atheist",1,10,1,28,4,7,6,"Atheist / agnostic"
"2936","China",0,"Atheist",1,0,0,34,3,7,2,"Atheist / agnostic"
"2937","China",1,"Atheist",1,0,1,27,4,5,4,"Atheist / agnostic"
"2938","China",1,"Atheist",1,0,0,46,4,8,4,"Atheist / agnostic"
"2939","China",1,"Atheist",1,0,1,31,6,5,5,"Atheist / agnostic"
"2940","China",0,"Atheist",1,20,1,36,4,5,5,"Atheist / agnostic"
"2941","China",1,"Atheist",1,100,0,48,4,3,7,"Buddhism"
"2942","China",1,"Atheist",1,45,1,28,4,6,3,"Atheist / agnostic"
"2943","China",1,"Atheist",1,100,0,34,6,8,2,"Christian"
"2944","China",1,"Atheist",1,0,0,32,4,7,2,"Atheist / agnostic"
"2945","China",1,"Atheist",1,0,1,26,4,7,3,"Atheist / agnostic"
"2946","China",0,"Atheist",1,0,0,24,4,8,4,"Atheist / agnostic"
"2947","China",1,"Atheist",1,0,1,26,6,6,4,"Atheist / agnostic"
"2948","China",0,"Atheist",1,0,1,23,4,5,4,"Atheist / agnostic"
"2949","China",1,"Atheist",1,0,1,35,6,9,2,"Atheist / agnostic"
"2950","China",1,"Atheist",1,0,1,31,4,8,3,"Atheist / agnostic"
"2951","China",1,"Atheist",1,50,1,25,4,5,2,"Atheist / agnostic"
"2952","China",0,"Atheist",1,0,0,33,4,9,4,"Atheist / agnostic"
"2953","China",1,"Atheist",1,20,1,21,3,9,4,"Buddhism"
"2954","China",1,"Atheist",1,35,0,35,4,7,3,"Taoism"
"2955","China",1,"Atheist",1,0,0,22,4,5,2,"Atheist / agnostic"
"2956","China",1,"Atheist",1,0,1,19,3,6,4,"Atheist / agnostic"
"2957","China",1,"Atheist",1,100,0,32,4,3,6,"Christian"
"2958","China",1,"Atheist",1,0,1,32,5,8,5,"Atheist / agnostic"
"2959","China",1,"Atheist",1,0,1,28,4,8,3,"Atheist / agnostic"
"2960","China",1,"Atheist",1,20,1,34,4,7,3,"Atheist / agnostic"
"2961","China",1,"Religious",0,0,0,27,4,8,2,"Atheist / agnostic"
"2962","China",0,"Religious",0,0,0,38,4,8,2,"Atheist / agnostic"
"2963","China",0,"Religious",0,100,1,24,4,6,2,"Catholic"
"2964","China",0,"Religious",0,40,0,32,4,9,3,"Atheist / agnostic"
"2965","China",0,"Religious",0,0,0,24,2,8,2,"Atheist / agnostic"
"2966","China",0,"Religious",0,70,1,32,4,10,2,"Buddhism"
"2967","China",1,"Religious",0,50,1,32,5,9,2,"Atheist / agnostic"
"2968","China",0,"Religious",0,2,1,30,5,7,3,"Atheist / agnostic"
"2969","China",1,"Religious",0,10,1,23,3,3,6,"Buddhism"
"2970","China",0,"Religious",0,0,1,34,4,8,2,"Atheist / agnostic"
"2971","China",1,"Religious",0,0,0,29,5,6,4,"Atheist / agnostic"
"2972","China",1,"Religious",0,100,1,23,4,7,2,"Buddhism"
"2973","China",0,"Religious",0,0,1,28,4,9,3,"Atheist / agnostic"
"2974","China",1,"Religious",0,0,1,17,3,6,2,"Atheist / agnostic"
"2975","China",0,"Religious",0,50,0,35,4,7,3,"Atheist / agnostic"
"2976","China",0,"Religious",0,50,1,28,3,9,3,"Atheist / agnostic"
"2977","China",0,"Religious",0,0,1,32,4,7,5,"Atheist / agnostic"
"2978","China",0,"Religious",0,60,0,34,4,7,4,"Buddhism"
"2979","China",0,"Religious",0,0,1,30,4,6,4,"Atheist / agnostic"
"2980","China",0,"Religious",0,80,1,24,6,7,3,"Atheist / agnostic"
"2981","China",1,"Religious",0,50,1,31,4,7,3,"Atheist / agnostic"
"2982","China",1,"Religious",0,80,0,26,4,9,3,"Buddhism"
"2983","China",0,"Religious",0,40,1,33,4,8,3,"Buddhism"
"2984","China",1,"Religious",0,5,0,32,4,4,4,"Atheist / agnostic"
"2985","China",1,"Religious",0,50,1,38,4,7,4,"Atheist / agnostic"
"2986","China",0,"Religious",0,30,1,30,4,7,4,"Atheist / agnostic"
"2987","China",0,"Religious",0,0,1,26,4,7,2,"Atheist / agnostic"
"2988","China",1,"Religious",0,100,1,26,3,2,3,"Christian"
"2989","China",1,"Religious",0,0,0,33,4,7,2,"Atheist / agnostic"
"2990","China",0,"Religious",0,0,1,29,4,6,2,"Atheist / agnostic"
"2991","China",0,"Religious",0,50,1,29,4,7,2,"Atheist / agnostic"
"2992","China",1,"Religious",0,80,1,39,6,8,6,"Buddhism"
"2993","China",0,"Religious",0,10,1,28,6,8,4,"Atheist / agnostic"
"2994","China",1,"Religious",0,70,0,23,4,7,5,"Buddhism"
"2995","China",1,"Religious",0,0,1,34,4,5,2,"Atheist / agnostic"
"2996","China",0,"Religious",0,100,0,29,4,8,5,"Buddhism"
"2997","China",0,"Religious",0,50,1,26,4,5,2,"Buddhism"
"2998","China",0,"Religious",0,50,1,27,4,8,2,"Atheist / agnostic"
"2999","China",1,"Religious",0,50,0,25,4,9,4,"Atheist / agnostic"
"3000","China",1,"Religious",0,0,1,28,4,5,4,"Atheist / agnostic"
"3001","China",1,"Religious",0,90,1,28,4,10,5,"Buddhism"
"3002","China",0,"Religious",0,40,1,32,4,9,3,"Buddhism"
"3003","China",1,"Religious",0,20,1,29,4,6,4,"Atheist / agnostic"
"3004","China",1,"Religious",0,70,0,35,6,7,4,"Taoism"
"3005","China",1,"Religious",0,80,0,28,6,6,3,"Atheist / agnostic"
"3006","China",0,"Religious",0,0,1,29,4,8,6,"Atheist / agnostic"
"3007","China",0,"Religious",0,0,0,30,4,6,4,"Atheist / agnostic"
"3008","China",1,"Religious",0,50,1,39,3,9,6,"Atheist / agnostic"
"3009","China",0,"Religious",0,50,1,37,5,8,4,"Buddhism"
"3010","China",0,"Religious",0,0,1,26,4,7,2,"Atheist / agnostic"
"3011","China",0,"Religious",0,25,0,24,4,7,5,"Atheist / agnostic"
"3012","China",1,"Religious",0,0,1,31,4,7,2,"Buddhism"
"3013","China",0,"Religious",0,0,1,27,6,9,2,"Atheist / agnostic"
"3014","China",0,"Religious",0,50,1,28,4,7,2,"Atheist / agnostic"
"3015","China",0,"Religious",0,0,1,36,3,9,6,"Atheist / agnostic"
"3016","China",0,"Religious",0,1,1,32,4,8,3,"Atheist / agnostic"
"3017","China",1,"Religious",0,100,0,19,3,7,2,"Atheist / agnostic"
"3018","China",1,"Religious",0,0,0,24,4,5,5,"Atheist / agnostic"
"3019","China",1,"Religious",0,100,1,25,4,5,2,"Buddhism"
"3020","China",1,"Religious",0,10,0,21,4,7,2,"Taoism"
"3021","China",1,"Religious",0,50,1,21,3,6,3,"Atheist / agnostic"
"3022","China",0,"Religious",0,100,1,30,3,7,2,"Buddhism"
"3023","China",1,"Religious",0,90,0,43,6,7,6,"Taoism"
"3024","China",0,"Religious",0,0,1,38,4,7,2,"Atheist / agnostic"
"3025","China",1,"Religious",0,60,0,26,4,4,3,"Atheist / agnostic"
"3026","China",1,"Religious",0,8,1,27,3,4,5,"Atheist / agnostic"
"3027","China",1,"Religious",0,70,1,25,4,6,2,"Atheist / agnostic"
"3028","China",0,"Religious",0,100,0,28,6,9,1,"Christian"
"3029","China",1,"Religious",0,0,1,44,4,7,4,"Buddhism"
"3030","China",1,"Religious",0,0,0,28,4,9,6,"Atheist / agnostic"
"3031","China",1,"Religious",0,100,1,32,4,6,2,"Taoism"
"3032","China",0,"Religious",0,30,1,27,4,6,2,"Buddhism"
"3033","China",0,"Religious",0,0,1,28,4,6,5,"Atheist / agnostic"
"3034","China",1,"Religious",0,50,1,41,4,4,3,"Buddhism"
"3035","China",1,"Religious",0,100,0,50,4,8,2,"Christian"
"3036","China",1,"Religious",0,0,0,36,4,9,2,"Atheist / agnostic"
"3037","China",1,"Religious",0,0,0,30,4,5,6,"Atheist / agnostic"
"3038","China",1,"Religious",0,0,0,25,4,8,2,"Buddhism"
"3039","China",1,"Religious",0,0,1,26,4,6,4,"Atheist / agnostic"
"3040","China",0,"Religious",0,10,1,23,4,7,6,"Atheist / agnostic"
"3041","China",0,"Religious",0,100,0,36,4,7,2,"Buddhism"
"3042","China",1,"Religious",0,100,0,42,4,9,4,"Buddhism"
"3043","China",1,"Religious",0,20,1,21,3,8,2,"Atheist / agnostic"
"3044","China",0,"Religious",0,10,0,33,5,4,6,"Atheist / agnostic"
"3045","China",0,"Religious",0,0,1,38,4,7,2,"Atheist / agnostic"
"3046","China",0,"Religious",0,0,1,35,4,8,4,"Atheist / agnostic"
"3047","China",1,"Religious",0,0,1,34,4,6,3,"Atheist / agnostic"
"3048","China",1,"Religious",0,0,0,35,4,6,4,"Atheist / agnostic"
"3049","China",1,"Religious",0,0,1,45,2,7,2,"Atheist / agnostic"
"3050","China",0,"Religious",0,0,0,48,4,2,4,"Atheist / agnostic"
"3051","China",0,"Religious",0,0,0,25,4,8,3,"Atheist / agnostic"
"3052","China",1,"Religious",0,0,1,22,4,4,6,"Atheist / agnostic"
"3053","China",1,"Religious",0,20,1,29,4,6,5,"Atheist / agnostic"
