"","Country","Error","Target","TargNum","BiG100","GenFem","Age","Education","SES","PoliticsC","RelID"
"1","Australia",1,"Atheist",1,100,1,24,3,5,4,"9"
"2","Australia",1,"Religious",0,7,1,18,2,8,1,"11"
"3","Australia",0,"Religious",0,45,1,18,2,7,2,"10"
"4","Australia",0,"Religious",0,5,1,18,2,6,4,"11"
"5","Australia",0,"Religious",0,10,1,21,2,5,6,"1"
"6","Australia",0,"Religious",0,100,1,18,2,8,5,"3"
"7","Australia",1,"Religious",0,50,1,18,3,9,2,"10"
"8","Australia",1,"Atheist",1,100,1,18,3,7,3,"12"
"9","Australia",1,"Religious",0,35,0,20,3,5,4,"1"
"10","Australia",0,"Atheist",1,75,1,17,3,6,2,"10"
"11","Australia",0,"Religious",0,6,1,18,2,6,5,"9"
"13","Australia",0,"Atheist",1,10,1,18,2,9,2,"1"
"14","Australia",0,"Religious",0,20,1,18,3,9,3,"9"
"15","Australia",0,"Atheist",1,80,1,19,3,8,2,"1"
"16","Australia",1,"Religious",0,10,NA,17,3,7,1,"11"
"17","Australia",0,"Atheist",1,100,1,18,2,5,6,"1"
"18","Australia",0,"Religious",0,50,1,45,2,8,2,"6"
"20","Australia",0,"Religious",0,85,0,18,2,7,5,"1"
"22","Australia",0,"Religious",0,100,0,19,2,6,6,"1"
"23","Australia",1,"Atheist",1,25,1,28,4,7,1,"9"
"24","Australia",0,"Religious",0,30,0,19,2,8,3,"11"
"25","Australia",0,"Religious",0,80,1,18,3,8,4,"2"
"26","Australia",1,"Religious",0,70,0,19,2,8,4,"4"
"27","Australia",1,"Atheist",1,60,1,19,3,7,4,"5"
"28","Australia",1,"Religious",0,100,0,18,3,7,4,"2"
"29","Australia",0,"Religious",0,100,1,18,3,7,4,"6"
"30","Australia",0,"Atheist",1,50,0,22,3,8,3,"1"
"31","Australia",1,"Religious",0,20,1,18,2,6,5,"10"
"32","Australia",0,"Religious",0,0,1,18,3,7,2,"10"
"35","Australia",0,"Atheist",1,20,1,19,3,4,4,"9"
"37","Australia",1,"Atheist",1,100,0,22,3,5,4,"3"
"38","Australia",1,"Religious",0,20,0,19,2,6.5,3,"11"
"39","Australia",0,"Atheist",1,60,0,18,2,7,2,"2"
"40","Australia",0,"Atheist",1,5,1,19,3,8,2,"11"
"42","Australia",0,"Atheist",1,50,0,22,2,2,4,"9"
"44","Australia",1,"Atheist",1,50,1,19,3,8,2,"5"
"45","Australia",1,"Atheist",1,50,1,19,3,6,2,"1"
"46","Australia",0,"Religious",0,100,0,22,4,5,4,"3"
"47","Australia",1,"Atheist",1,100,1,18,3,9,4,"3"
"48","Australia",1,"Atheist",1,48,1,18,2,6,4,"11"
"49","Australia",1,"Atheist",1,90,0,19,3,8,4,"2"
"50","Australia",0,"Religious",0,100,1,18,3,5,4,"1"
"51","Australia",0,"Atheist",1,5,0,18,3,7,3,"9"
"52","Australia",1,"Religious",0,70,1,18,2,6,4,"1"
"53","Australia",0,"Religious",0,20,1,18,3,6,5,"11"
"54","Australia",0,"Religious",0,100,0,19,3,7,4,"3"
"55","Australia",0,"Atheist",1,0,0,21,2,8,2,"10"
"56","Australia",0,"Religious",0,20,0,18,2,4,4,"7"
"58","Australia",1,"Religious",0,5,1,19,2,7,5,"1"
"59","Australia",1,"Atheist",1,50,1,17,1,7,2,"9"
"60","Australia",0,"Atheist",1,80,1,19,3,7,2,"9"
"61","Australia",0,"Religious",0,10,1,19,3,6.5,2,"10"
"62","Australia",1,"Atheist",1,7,1,20,3,7.5,1,"11"
"63","Australia",0,"Atheist",1,99,1,18,3,7.5,1,"3"
"64","Australia",0,"Religious",0,50,1,18,3,8,3,"9"
"65","Australia",1,"Atheist",1,85,1,20,4,5,4,"1"
"66","Australia",0,"Religious",0,100,0,17,2,6,4,"6"
"67","Australia",1,"Atheist",1,1,1,26,3,6,4,"11"
"68","Australia",1,"Atheist",1,20,0,19,3,8,1,"9"
"69","Australia",0,"Religious",0,98,1,19,3,3,4,"1"
"70","Australia",0,"Religious",0,50,1,18,3,5,5,"9"
"71","Australia",1,"Atheist",1,80,0,18,2,7,4,"3"
"72","Australia",0,"Atheist",1,50,1,20,3,7,4,"9"
"74","Australia",1,"Atheist",1,100,1,17,2,6,4,"1"
"75","Australia",0,"Religious",0,80,1,18,2,7,6,"3"
"76","Australia",0,"Religious",0,85,0,19,3,8,7,"1"
"78","Australia",0,"Atheist",1,70,1,18,3,9,3,"1"
"79","Australia",0,"Religious",0,50,1,18,4,7,4,"1"
"80","Australia",1,"Atheist",1,0,0,21,3,7,2,"11"
"81","Australia",0,"Religious",0,40,1,18,3,6,5,"10"
"83","Australia",1,"Atheist",1,90,1,19,3,8,4,"3"
"84","Australia",0,"Religious",0,100,1,21,3,9,6,"2"
"85","Australia",1,"Atheist",1,80,1,23,3,10,3,"1"
"86","Australia",0,"Religious",0,0,1,18,2,7,5,"9"
"87","Australia",1,"Atheist",1,100,0,18,2,5,4,"6"
"88","Australia",1,"Atheist",1,0,1,19,3,8,7,"10"
"91","Australia",1,"Religious",0,0,1,20,2,8,4,"9"
"92","Australia",0,"Atheist",1,0,1,19,3,8,5,"7"
"93","Australia",0,"Atheist",1,0,1,19,3,8,4,NA
"94","Australia",0,"Atheist",1,100,1,22,3,4,5,"3"
"95","Australia",0,"Atheist",1,0,1,18,2,5,4,"10"
"96","Australia",0,"Religious",0,60,1,17,2,7,2,"5"
"97","Australia",0,"Religious",0,60,1,17,2,7,2,"5"
"99","Australia",0,"Religious",0,100,1,18,2,4,6,"1"
"100","Australia",0,"Religious",0,100,1,18,2,4,6,"1"
"101","Australia",0,"Religious",0,100,0,18,2,7,2,"2"
"102","Australia",1,"Atheist",1,100,1,18,3,8,5,"1"
"104","Australia",0,"Religious",0,5,1,18,2,7,3,"9"
"105","Australia",0,"Religious",0,100,0,21,3,7,5,"3"
"106","Australia",0,"Religious",0,90,1,24,3,6,6,"3"
"107","Australia",0,"Atheist",1,2,0,18,2,7,4,"10"
"109","Australia",1,"Religious",0,0,1,33,1,5,5,"10"
"110","Australia",1,"Atheist",1,50,0,18,2,5,1,"5"
"111","Australia",1,"Atheist",1,100,1,55,4,5,4,"1"
"114","Australia",1,"Religious",0,100,1,54,3,5,3,"1"
"115","Australia",1,"Atheist",1,100,1,23,2,8,5,"6"
"116","Australia",1,"Atheist",1,50,0,18,2,6,1,"8"
"117","Australia",0,"Religious",0,0,1,18,2,6,4,"10"
"118","Australia",0,"Religious",0,5,1,18,2,7,3,"9"
"121","Australia",0,"Religious",0,10,1,19,2,6,4,"10"
"122","Australia",0,"Atheist",1,42,1,22,2,5,3,"11"
"124","Australia",0,"Religious",0,20,0,18,3,7,4,"11"
"125","Australia",1,"Atheist",1,85,1,20,2,6,2,"2"
"126","Australia",0,"Religious",0,80,1,33,3,2,2,"3"
"127","Australia",1,"Atheist",1,100,1,20,2,7,2,"3"
"128","Australia",1,"Religious",0,75,1,17,2,7,2,"12"
"129","Australia",0,"Religious",0,75,1,18,2,8,4,"4"
"130","Australia",0,"Religious",0,80,1,20,3,8,4,"1"
"131","Australia",0,"Atheist",1,80,1,27,4,5,4,"6"
"132","Australia",0,"Atheist",1,60,0,27,2,6,6,"9"
"133","Australia",0,"Atheist",1,50,0,18,2,7,2,"11"
"134","Australia",1,"Religious",0,50,1,17,2,6,4,"11"
"135","Australia",1,"Atheist",1,100,1,18,2,6,6,"3"
"136","Australia",0,"Religious",0,5,1,25,3,4,4,"11"
"137","Australia",0,"Religious",0,20,1,19,3,8,4,"11"
"138","Australia",1,"Religious",0,100,1,24,5,6,4,"1"
"139","Australia",1,"Atheist",1,90,1,19,3,5,3,"1"
"140","Australia",1,"Atheist",1,0,0,21,2,3,1,"9"
"143","Australia",0,"Religious",0,99,1,18,2,7,4,"2"
"146","Australia",1,"Religious",0,0,1,17,3,6,2,"10"
"147","Australia",0,"Atheist",1,1,1,19,2,4.9,2,"10"
"148","Australia",1,"Atheist",1,99,1,18,2,8,3,"3"
"150","Australia",1,"Religious",0,65,0,18,3,5,4,"11"
"152","Australia",0,"Religious",0,10,1,18,2,8,5,"10"
"153","Australia",1,"Atheist",1,100,1,18,2,8,6,"3"
"154","Australia",1,"Religious",0,60,1,18,3,6,4,"1"
"155","Australia",0,"Atheist",1,99,0,24,4,8,2,"10"
"156","Australia",1,"Religious",0,100,1,24,4,8,4,"1"
"157","Australia",1,"Atheist",1,100,1,18,2,7,4,"4"
"158","Australia",0,"Atheist",1,50,0,18,2,7,2,"11"
"159","Australia",0,"Religious",0,20,1,19,3,4,4,"1"
"160","Australia",1,"Atheist",1,80,1,17,3,9,3,"3"
"161","Australia",1,"Atheist",1,100,1,18,2,7,4,"3"
"162","Australia",1,"Religious",0,0,0,21,3,7,5,"12"
"163","Australia",0,"Religious",0,98,1,19,3,7,4,"1"
"165","Australia",0,"Religious",0,50,1,18,3,8,3,"1"
"166","Australia",0,"Atheist",1,40,1,17,2,6,3,"5"
"167","Australia",0,"Atheist",1,50,1,19,3,7,2,"10"
"168","Australia",0,"Religious",0,20,0,18,3,7,4,"9"
"169","Australia",0,"Atheist",1,1,1,25,4,8,2,"10"
"170","Australia",0,"Religious",0,100,1,18,2,4,4,"7"
"171","Australia",0,"Atheist",1,0,0,18,2,5,1,"9"
"172","Australia",0,"Religious",0,80,0,19,2,8,4,"2"
"175","Australia",0,"Religious",0,50,0,21,2,8,2,"11"
"177","Australia",1,"Religious",0,15,0,19,3,7,4,"7"
"178","Australia",0,"Atheist",1,50,0,18,2,5,1,"11"
"179","Australia",1,"Atheist",1,20,0,20,2,10,5,"11"
"180","Australia",0,"Atheist",1,100,0,18,2,5,4,"6"
"181","Australia",1,"Religious",0,100,1,18,2,7,6,"3"
"182","Australia",1,"Atheist",1,70,1,18,2,7,2,"1"
"183","Australia",0,"Atheist",1,1,1,17,2,6.5,2,"10"
"184","Australia",1,"Religious",0,100,1,18,3,7,4,"3"
"185","Australia",0,"Atheist",1,5,0,19,3,7,3,"10"
"187","Australia",0,"Religious",0,0,1,18,2,3,2,"11"
"189","Australia",0,"Atheist",1,2,1,20,3,6,5,"10"
"190","Australia",0,"Religious",0,5,1,23,5,6.5,4,"9"
"191","Australia",1,"Atheist",1,70,0,20,3,7,3,"3"
"192","Australia",1,"Atheist",1,NA,1,18,2,7,1,"10"
"194","Australia",0,"Religious",0,100,1,18,2,9,5,"1"
"195","Australia",0,"Religious",0,1,0,18,2,6,3,"11"
"1100","Czech Rep",0,"Religious",0,100,1,22,NA,3,5,"4"
"2100","Czech Rep",1,"Religious",0,5,0,21,NA,2,6,"11"
"3100","Czech Rep",1,"Religious",0,73,0,19,NA,7,1,"2"
"4100","Czech Rep",0,"Religious",0,5,0,20,NA,3,5,"12"
"5100","Czech Rep",0,"Religious",0,30,1,22,NA,5,3,"9"
"636","Czech Rep",1,"Religious",0,5,0,21,NA,4,4,"10"
"7100","Czech Rep",0,"Religious",0,10,1,20,NA,3,5,"11"
"8100","Czech Rep",1,"Religious",0,50,1,22,NA,2,6,"2"
"973","Czech Rep",0,"Atheist",1,42,0,23,NA,3,5,"10"
"1036","Czech Rep",0,"Atheist",1,0,0,23,NA,3,5,"11"
"1110","Czech Rep",0,"Religious",0,1,0,24,NA,6,2,"11"
"1410","Czech Rep",0,"Religious",0,75,0,22,NA,2,6,"9"
"1510","Czech Rep",0,"Atheist",1,0,1,23,NA,5,3,"11"
"1692","Czech Rep",0,"Religious",0,3,1,23,NA,5,3,"10"
"1710","Czech Rep",1,"Atheist",1,100,1,20,NA,2,6,"2"
"1810","Czech Rep",1,"Atheist",1,100,1,21,NA,4,4,"2"
"19","Czech Rep",1,"Atheist",1,100,1,25,NA,4,4,"2"
"2010","Czech Rep",0,"Atheist",1,100,0,20,NA,3,5,"2"
"21","Czech Rep",0,"Religious",0,90,0,24,NA,2,6,"10"
"2210","Czech Rep",0,"Religious",0,0,0,20,NA,2,6,"11"
"2310","Czech Rep",1,"Atheist",1,20,1,21,NA,5,3,"10"
"2410","Czech Rep",1,"Religious",0,50,1,22,NA,3,5,"10"
"2510","Czech Rep",1,"Atheist",1,99,0,25,NA,5,3,"1"
"2710","Czech Rep",0,"Religious",0,100,1,21,NA,5,3,"2"
"2810","Czech Rep",0,"Religious",0,100,1,20,NA,4,4,"2"
"3062","Czech Rep",1,"Atheist",1,100,0,21,NA,3,5,"2"
"3110","Czech Rep",0,"Atheist",1,10,0,21,NA,4,4,"11"
"3210","Czech Rep",1,"Atheist",1,77,1,20,NA,3,5,"4"
"33","Czech Rep",1,"Religious",0,80,1,20,NA,3,5,"12"
"34","Czech Rep",0,"Atheist",1,85,0,25,NA,5,3,"2"
"3510","Czech Rep",1,"Atheist",1,1,0,23,NA,4,4,"10"
"36","Czech Rep",1,"Atheist",1,80,1,20,NA,4,4,"1"
"3710","Czech Rep",0,"Atheist",1,0,1,20,NA,4,4,"10"
"3810","Czech Rep",0,"Religious",0,25,1,23,NA,2,6,"10"
"3910","Czech Rep",1,"Atheist",1,51,1,24,NA,4,4,"10"
"4010","Czech Rep",0,"Atheist",1,5,0,20,NA,3,5,"10"
"43","Czech Rep",0,"Atheist",1,50,1,23,NA,2,6,"4"
"4410","Czech Rep",0,"Atheist",1,0,1,22,NA,3,5,"11"
"4510","Czech Rep",0,"Religious",0,100,0,20,NA,3,5,"1"
"4610","Czech Rep",0,"Religious",0,90,1,25,NA,4,4,"2"
"4710","Czech Rep",1,"Atheist",1,5,1,19,NA,3,5,"11"
"4810","Czech Rep",0,"Atheist",1,20,1,21,NA,2,6,"10"
"4910","Czech Rep",0,"Atheist",1,10,0,22,NA,4,4,"11"
"5110","Czech Rep",0,"Atheist",1,5,0,21,NA,2,6,"10"
"5310","Czech Rep",0,"Religious",0,100,0,33,NA,4,4,"7"
"5410","Czech Rep",0,"Religious",0,0,1,22,NA,2,6,"11"
"5510","Czech Rep",0,"Religious",0,20,0,26,NA,2,6,"10"
"5610","Czech Rep",1,"Atheist",1,99,0,25,NA,3,5,"2"
"57","Czech Rep",1,"Atheist",1,50,1,21,NA,4,4,"10"
"5810","Czech Rep",0,"Religious",0,100,1,25,NA,4,4,"2"
"5910","Czech Rep",0,"Religious",0,10,1,25,NA,3,5,"11"
"6010","Czech Rep",1,"Atheist",1,0,1,22,NA,6,2,"10"
"6110","Czech Rep",0,"Atheist",1,0,1,23,NA,3,5,"11"
"6210","Czech Rep",1,"Atheist",1,100,1,20,NA,4,4,"2"
"6310","Czech Rep",1,"Religious",0,1,0,20,NA,4,4,"10"
"649","Czech Rep",1,"Atheist",1,100,1,21,NA,5,3,"2"
"6510","Czech Rep",1,"Atheist",1,50,1,22,NA,2,6,"10"
"6610","Czech Rep",0,"Religious",0,75,1,21,NA,5,3,"10"
"683","Czech Rep",1,"Religious",0,98,0,26,NA,4,4,"1"
"7010","Czech Rep",0,"Religious",0,85,1,25,NA,4,4,"2"
"7110","Czech Rep",0,"Religious",0,50,1,24,NA,3,5,"2"
"7210","Czech Rep",0,"Atheist",1,70,0,21,NA,2,6,"10"
"73","Czech Rep",0,"Atheist",1,100,0,24,NA,3,5,"6"
"7410","Czech Rep",1,"Atheist",1,35,1,22,NA,5,3,"10"
"7510","Czech Rep",0,"Atheist",1,0,1,20,NA,2,6,"2"
"7610","Czech Rep",1,"Religious",0,0,0,21,NA,5,3,"11"
"77","Czech Rep",0,"Atheist",1,100,1,26,NA,4,4,"2"
"7810","Czech Rep",1,"Atheist",1,0,0,24,NA,5,3,"11"
"7910","Czech Rep",1,"Atheist",1,20,0,22,NA,4,4,"4"
"8010","Czech Rep",0,"Atheist",1,0,1,21,NA,3,5,"10"
"8110","Czech Rep",0,"Religious",0,3,1,21,NA,3,5,"10"
"82","Czech Rep",0,"Atheist",1,50,1,19,NA,2,6,"3"
"8410","Czech Rep",0,"Religious",0,100,0,22,NA,5,3,"2"
"8510","Czech Rep",0,"Atheist",1,10,1,22,NA,3,5,"10"
"8610","Czech Rep",1,"Atheist",1,0,0,25,NA,4,4,"2"
"90","Czech Rep",1,"Atheist",1,80,1,22,NA,4,4,"9"
"9110","Czech Rep",0,"Religious",0,10,1,20,NA,3,5,"10"
"9210","Czech Rep",1,"Religious",0,5,0,24,NA,2,6,"10"
"9310","Czech Rep",0,"Religious",0,100,1,22,NA,3,5,"2"
"9710","Czech Rep",0,"Atheist",1,0,1,20,NA,3,5,"11"
"98","Czech Rep",1,"Religious",0,99,1,27,NA,3,5,"9"
"9910","Czech Rep",0,"Religious",0,1,0,21,NA,2,6,"11"
"10010","Czech Rep",0,"Religious",0,50,1,21,NA,4,4,"2"
"10110","Czech Rep",0,"Religious",0,75,1,23,NA,4,4,"2"
"10210","Czech Rep",0,"Atheist",1,1,0,25,NA,2,6,"12"
"103","Czech Rep",1,"Religious",0,2,1,29,NA,6,2,"10"
"1041","Czech Rep",1,"Religious",0,40,1,22,NA,5,3,"2"
"1051","Czech Rep",0,"Religious",0,0,0,22,NA,4,4,"10"
"1061","Czech Rep",1,"Religious",0,75,1,24,NA,5,3,"2"
"1071","Czech Rep",0,"Religious",0,30,0,20,NA,5,3,"11"
"108","Czech Rep",1,"Atheist",1,70,1,25,NA,2,6,"6"
"1091","Czech Rep",1,"Atheist",1,0,1,20,NA,3,5,"11"
"1101","Czech Rep",0,"Religious",0,50,1,23,NA,3,5,"10"
"1111","Czech Rep",0,"Religious",0,50,1,22,NA,4,4,"2"
"112","Czech Rep",0,"Atheist",1,0,0,25,NA,3,5,"10"
"113","Czech Rep",1,"Atheist",1,10,0,22,NA,3,5,"3"
"1141","Czech Rep",0,"Religious",0,0,1,21,NA,5,3,"10"
"1151","Czech Rep",0,"Religious",0,100,1,24,NA,4,4,"2"
"1161","Czech Rep",0,"Atheist",1,5,1,20,NA,4,4,"9"
"1171","Czech Rep",1,"Atheist",1,100,0,20,NA,5,3,"1"
"119","Czech Rep",1,"Atheist",1,0,1,24,NA,3,5,"10"
"120","Czech Rep",1,"Religious",0,50,1,20,NA,4,4,"10"
"1211","Czech Rep",0,"Atheist",1,10,0,24,NA,4,4,"10"
"123","Czech Rep",0,"Religious",0,50,0,26,NA,3,5,"12"
"1241","Czech Rep",0,"Religious",0,5,0,20,NA,3,5,"12"
"1251","Czech Rep",0,"Atheist",1,73,1,23,NA,3,5,"10"
"1271","Czech Rep",0,"Religious",0,100,0,20,NA,2,6,"2"
"1281","Czech Rep",1,"Atheist",1,80,0,19,NA,3,5,"2"
"1291","Czech Rep",0,"Religious",0,50,0,22,NA,4,4,"10"
"1301","Czech Rep",0,"Religious",0,0,1,21,NA,5,3,"10"
"1311","Czech Rep",0,"Atheist",1,90,0,24,NA,6,2,"2"
"1321","Czech Rep",0,"Religious",0,0,1,20,NA,2,6,"10"
"1341","Czech Rep",1,"Atheist",1,1,0,22,NA,5,3,"11"
"1351","Czech Rep",0,"Religious",0,100,0,21,NA,2,6,"12"
"1361","Czech Rep",0,"Religious",0,0,1,20,NA,6,2,"10"
"1371","Czech Rep",0,"Atheist",1,100,1,19,NA,3,5,"4"
"1391","Czech Rep",0,"Atheist",1,80,1,22,NA,6,2,"2"
"1401","Czech Rep",0,"Atheist",1,10,1,23,NA,6,2,"11"
"141","Czech Rep",1,"Religious",0,25,0,21,NA,2,6,"12"
"145","Czech Rep",1,"Atheist",1,99,1,22,NA,5,3,"2"
"1461","Czech Rep",1,"Atheist",1,70,1,22,NA,2,6,"2"
"1471","Czech Rep",0,"Religious",0,0,1,23,NA,3,5,"10"
"1481","Czech Rep",0,"Religious",0,2,0,20,NA,5,3,"11"
"149","Czech Rep",0,"Religious",0,0,1,21,NA,4,4,"10"
"1501","Czech Rep",1,"Atheist",1,100,1,26,NA,4,4,"5"
"151","Czech Rep",0,"Religious",0,70,1,20,NA,4,4,"12"
"1521","Czech Rep",1,"Atheist",1,50,1,21,NA,2,6,"10"
"15410","Czech Rep",0,"Atheist",1,1,1,23,NA,2,6,"11"
"15510","Czech Rep",0,"Religious",0,60,1,21,NA,3,5,"10"
"15610","Czech Rep",0,"Atheist",1,50,0,21,NA,4,4,"12"
"15710","Czech Rep",1,"Religious",0,86,1,21,NA,2,6,"2"
"15810","Czech Rep",0,"Religious",0,10,0,20,NA,3,5,"12"
"15910","Czech Rep",1,"Atheist",1,99,0,23,NA,3,5,"2"
"16010","Czech Rep",0,"Atheist",1,0,1,20,NA,4,4,"11"
"16110","Czech Rep",0,"Atheist",1,5,1,22,NA,3,5,"10"
"16210","Czech Rep",1,"Religious",0,50,1,20,NA,4,4,"2"
"16310","Czech Rep",1,"Atheist",1,10,1,22,NA,4,4,"10"
"164","Czech Rep",1,"Atheist",1,23,0,22,NA,3,5,"10"
"16610","Czech Rep",1,"Atheist",1,80,1,20,NA,2,6,"2"
"16810","Czech Rep",0,"Atheist",1,20,1,22,NA,4,4,"10"
"1693","Czech Rep",0,"Religious",0,1,1,20,NA,3,5,"10"
"1701","Czech Rep",0,"Religious",0,80,1,26,NA,4,4,"10"
"1711","Czech Rep",1,"Atheist",1,80,1,20,NA,4,4,"1"
"1721","Czech Rep",0,"Atheist",1,50,1,23,NA,4,4,"10"
"173","Czech Rep",0,"Atheist",1,90,1,21,NA,4,4,"4"
"174","Czech Rep",0,"Atheist",1,60,1,20,NA,4,4,"2"
"1751","Czech Rep",1,"Atheist",1,100,1,23,NA,4,4,"1"
"176","Czech Rep",0,"Religious",0,100,1,24,NA,4,4,"2"
"1771","Czech Rep",0,"Religious",0,0,1,23,NA,2,6,"11"
"1781","Czech Rep",0,"Religious",0,50,1,21,NA,2,6,"11"
"1791","Czech Rep",0,"Atheist",1,0,0,20,NA,2,6,"11"
"1801","Czech Rep",1,"Religious",0,100,1,20,NA,2,6,"2"
"1821","Czech Rep",1,"Atheist",1,99,1,22,NA,3,5,"2"
"1831","Czech Rep",0,"Atheist",1,55,1,19,NA,3,5,"2"
"1841","Czech Rep",1,"Atheist",1,0,1,20,NA,4,4,"11"
"1851","Czech Rep",0,"Religious",0,11,1,20,NA,3,5,"10"
"186","Czech Rep",0,"Religious",0,80,1,23,NA,5,3,"2"
"1871","Czech Rep",0,"Atheist",1,20,1,22,NA,5,3,"10"
"188","Czech Rep",0,"Religious",0,100,1,24,NA,3,5,"2"
"1891","Czech Rep",0,"Religious",0,100,0,20,NA,4,4,"2"
"1901","Czech Rep",0,"Religious",0,78,1,23,NA,4,4,"4"
"1911","Czech Rep",0,"Religious",0,80,0,20,NA,4,4,"2"
"1921","Czech Rep",0,"Atheist",1,95,1,22,NA,4,4,"2"
"193","Czech Rep",1,"Atheist",1,50,3,24,NA,6,2,"10"
"1941","Czech Rep",1,"Atheist",1,10,1,24,NA,3,5,"11"
"1951","Czech Rep",0,"Atheist",1,10,1,24,NA,2,6,"10"
"196","Czech Rep",0,"Atheist",1,20,0,28,NA,2,6,"4"
"197","Czech Rep",0,"Religious",0,40,1,22,NA,3,5,"10"
"198","Czech Rep",0,"Atheist",1,85,1,20,NA,5,3,"1"
"199","Czech Rep",0,"Religious",0,100,0,20,NA,1,7,"2"
"200","Czech Rep",1,"Religious",0,100,1,21,NA,3,5,"10"
"202","Czech Rep",0,"Religious",0,15,1,23,NA,4,4,"11"
"203","Czech Rep",1,"Atheist",1,100,0,20,NA,4,4,"2"
"204","Czech Rep",1,"Atheist",1,80,1,20,NA,5,3,"2"
"205","Czech Rep",0,"Atheist",1,100,1,21,NA,2,6,"2"
"206","Czech Rep",1,"Religious",0,48,1,21,NA,5,3,"11"
"207","Czech Rep",0,"Religious",0,100,1,22,NA,2,6,"2"
"208","Czech Rep",0,"Atheist",1,35,0,20,NA,5,3,"10"
"209","Czech Rep",0,"Religious",0,60,1,20,NA,4,4,"2"
"210","Czech Rep",1,"Atheist",1,100,1,21,NA,4,4,"2"
"211","Czech Rep",1,"Atheist",1,0,1,22,NA,2,6,"11"
"212","Czech Rep",0,"Religious",0,0,0,20,NA,3,5,"12"
"213","Czech Rep",0,"Religious",0,80,1,20,NA,4,4,"3"
"214","Czech Rep",1,"Atheist",1,50,1,22,NA,3,5,"2"
"215","Czech Rep",1,"Religious",0,0,1,24,NA,4,4,"11"
"216","Czech Rep",0,"Religious",0,10,1,22,NA,3,5,"11"
"217","Czech Rep",0,"Religious",0,20,1,21,NA,3,5,"10"
"219","Czech Rep",1,"Atheist",1,100,1,21,NA,2,6,"2"
"1102","Finland",1,"Religious",0,4,1,49,4,7,NA,"10"
"2101","Finland",1,"Religious",0,100,1,54,2,8,NA,"3"
"3101","Finland",0,"Religious",0,20,0,33,4,8,NA,"3"
"4101","Finland",0,"Religious",0,5,1,37,4,9,NA,"9"
"5101","Finland",1,"Religious",0,0,1,46,4,7,NA,"9"
"6100","Finland",1,"Religious",0,70,1,31,4,6,NA,"3"
"7101","Finland",0,"Religious",0,0,1,57,4,6,NA,"3"
"8101","Finland",0,"Religious",0,0,1,52,4,8,NA,"10"
"9100","Finland",0,"Religious",0,50,1,31,4,8,NA,"9"
"1037","Finland",1,"Religious",0,70,1,40,4,7,NA,"10"
"1112","Finland",1,"Religious",0,0,1,34,4,6,NA,"9"
"12","Finland",1,"Religious",0,0,1,51,4,6,NA,"9"
"1310","Finland",0,"Religious",0,0,1,49,7,8,NA,"12"
"1411","Finland",0,"Religious",0,10,1,26,4,7,NA,"9"
"1511","Finland",0,"Religious",0,3,1,21,1,7,NA,"11"
"1694","Finland",1,"Religious",0,50,0,20,2,3,NA,"12"
"1712","Finland",0,"Religious",0,13,1,36,4,6,NA,"9"
"1811","Finland",1,"Religious",0,55,0,34,6,5,NA,"3"
"1910","Finland",1,"Religious",0,100,1,24,1,7,NA,"3"
"2011","Finland",0,"Religious",0,1,0,31,6,7,NA,"9"
"2110","Finland",1,"Religious",0,80,1,23,3,8,NA,"3"
"2211","Finland",1,"Religious",0,78,1,23,1,6,NA,"3"
"2311","Finland",0,"Religious",0,5,1,27,3,6,NA,"9"
"2411","Finland",0,"Religious",0,99,1,52,7,9,NA,"9"
"2511","Finland",1,"Religious",0,75,0,30,4,4,NA,"11"
"2610","Finland",0,"Religious",0,2,1,23,3,5,NA,"3"
"2711","Finland",0,"Religious",0,1,0,31,6,6,NA,"10"
"2811","Finland",0,"Religious",0,20,NA,23,4,4,NA,"3"
"29100","Finland",1,"Religious",0,10,1,27,6,6,NA,"9"
"3063","Finland",0,"Religious",0,0,1,31,4,5,NA,"3"
"3111","Finland",0,"Religious",0,99,1,19,2,6,NA,"11"
"3211","Finland",0,"Religious",0,15,0,26,4,5,NA,"11"
"3310","Finland",1,"Religious",0,20,1,21,3,5,NA,"9"
"3410","Finland",0,"Religious",0,65,1,26,4,3,NA,"3"
"3511","Finland",0,"Religious",0,8,1,25,2,7,NA,"9"
"3610","Finland",0,"Religious",0,53,1,24,4,3,NA,"9"
"3711","Finland",1,"Religious",0,1,1,25,1,5,NA,"3"
"3811","Finland",0,"Religious",0,50,1,25,4,7,NA,"3"
"3911","Finland",1,"Religious",0,1,1,26,4,3,NA,"10"
"4011","Finland",0,"Religious",0,60,0,24,4,8,NA,"10"
"41","Finland",0,"Religious",0,5,1,27,3,4,NA,"3"
"4210","Finland",0,"Religious",0,15,0,29,4,9,NA,"3"
"4310","Finland",0,"Religious",0,0,1,33,4,5,NA,"3"
"4411","Finland",1,"Religious",0,100,1,21,2,5,NA,"11"
"4511","Finland",0,"Religious",0,50,1,28,4,9,NA,"9"
"4611","Finland",0,"Religious",0,59,1,24,3,6,NA,"9"
"4711","Finland",0,"Religious",0,40,1,25,4,6,NA,"3"
"4811","Finland",0,"Religious",0,15,1,30,7,7,NA,"9"
"4911","Finland",0,"Religious",0,8,1,22,1,7,NA,"11"
"5010","Finland",0,"Religious",0,55,1,35,7,6,NA,"9"
"5111","Finland",0,"Religious",0,0,1,50,7,8,NA,"9"
